text1,text2,text3,text4,istrue
http,www,users,bigpond,-1
www,users,bigpond,com,-1
users,bigpond,com,abbiberne,-1
bigpond,com,abbiberne,oz,-1
http,www,gatheringhome,com,-1
http,games,teamxbox,com,-1
games,teamxbox,com,xbox,-1
teamxbox,com,xbox,battle,-1
http,www,spod,central,-1
www,spod,central,org,-1
spod,central,org,psmith,-1
central,org,psmith,diplomacy,-1
http,www,gbgm,umc,-1
www,gbgm,umc,org,-1
gbgm,umc,org,woodlawn,-1
http,www,woodlynpartners,com,-1
http,cups,sourceforge,net,-1
cups,sourceforge,net,qtcups,-1
http,www,mysteryridge,com,-1
http,www,rod,beavon,-1
www,rod,beavon,clara,-1
rod,beavon,clara,net,-1
beavon,clara,net,htm,-1
http,www,sizzlinsauces,com,-1
http,www,cin,org,1
www,cin,org,spirit,1
cin,org,spirit,litcrown,1
org,spirit,litcrown,html,1
http,us,imdb,com,-1
us,imdb,com,name,-1
imdb,com,name,nm,-1
http,www,eng,uci,-1
www,eng,uci,edu,-1
eng,uci,edu,ieee,-1
http,www,websdc,com,-1
www,websdc,com,heronsghyllrda,-1
http,www,king,igs,-1
www,king,igs,net,-1
king,igs,net,nadb,-1
http,www,wordbridges,net,-1
www,wordbridges,net,elderabuse,-1
http,www,ganeshaspeaks,com,-1
http,www,schwaesdallwinery,com,-1
http,www,allgame,com,-1
www,allgame,com,cg,-1
allgame,com,cg,agg,-1
com,cg,agg,dll,-1
cg,agg,dll,p,-1
agg,dll,p,agg,-1
dll,p,agg,amp;sq,-1
http,www,stave,com,-1
http,www,tlcforpets,net,-1
http,www,genesisgenetics,com,-1
http,www,replacement,hardware,-1
www,replacement,hardware,com,-1
http,www,pacificdocuscan,com,-1
http,www,ywcasgv,org,1
http,www,schoenberglaw,com,-1
www,schoenberglaw,com,zeisl,-1
http,www,alanrosenspan,com,-1
http,lmulions,cstv,com,-1
http,www,mashbats,com,1
http,www,vingarbutt,com,1
http,www,frontiernet,net,-1
www,frontiernet,net,ftr,-1
frontiernet,net,ftr,eye,-1
net,ftr,eye,htm,-1
http,www,silentknight,com,-1
http,www,ruhle,com,-1
http,www,discoverylabs,com,-1
http,www,mcr,jobs,-1
www,mcr,jobs,com,-1
http,www,motivationalministry,org,-1
http,www,shihtzushowdogs,com,-1
http,www,woodus,com,-1
www,woodus,com,themes,-1
http,www,patterdale,net,-1
http,www,schleifring,net,-1
http,www,geniuswebs,co,-1
www,geniuswebs,co,uk,-1
http,familytreemaker,genealogy,com,-1
familytreemaker,genealogy,com,users,-1
genealogy,com,users,e,-1
com,users,e,a,-1
http,www,fordham,edu,-1
www,fordham,edu,halsall,-1
fordham,edu,halsall,mod,-1
edu,halsall,mod,geneva,-1
http,www,fleetwoodcom,net,-1
http,www,ck,culture,-1
www,ck,culture,htm,-1
https,www,msu,edu,-1
www,msu,edu,wrac,-1
http,www,westmuse,org,-1
http,www,sony,sports,-1
www,sony,sports,com,-1
http,www,asianfootballnetwork,org,-1
www,asianfootballnetwork,org,uk,-1
http,www,tangocd,com,-1
http,www,kykofc,com,1
www,kykofc,com,th,1
kykofc,com,th,degree,1
com,th,degree,htm,1
http,www,colleengleason,com,1
http,mandichan,easter,ne,-1
mandichan,easter,ne,jp,-1
http,www,apccomponents,com,-1
http,www,scent,thiascandles,-1
www,scent,thiascandles,com,-1
http,www,optionrats,com,-1
http,www,candokids,com,-1
http,www,cpl,tcu,-1
www,cpl,tcu,edu,-1
http,www,willyraysbbq,com,-1
http,www,newadvent,org,-1
www,newadvent,org,cathen,-1
newadvent,org,cathen,a,-1
org,cathen,a,htm,-1
http,www,snugpax,com,-1
http,www,worldsafety,com,-1
http,www,trollandtoad,com,-1
http,baowww,uoregon,edu,-1
baowww,uoregon,edu,student,-1
uoregon,edu,student,perkins,-1
edu,student,perkins,htm,-1
http,www,estimulaciontemprana,org,-1
www,estimulaciontemprana,org,dislexia,-1
estimulaciontemprana,org,dislexia,htm,-1
http,www,fs,fed,-1
www,fs,fed,us,-1
fs,fed,us,r,-1
fed,us,r,boone,-1
us,r,boone,recreation,-1
r,boone,recreation,birdw,-1
http,www,zarex,com,-1
http,www,game,over,-1
www,game,over,net,-1
game,over,net,review,-1
over,net,review,may,-1
net,review,may,starla,-1
http,www,erotikangel,com,-1
http,teens,aol,com,-1
teens,aol,com,entertainment,-1
aol,com,entertainment,good,-1
com,entertainment,good,charlotte,-1
http,www,cheatscodesguides,com,-1
www,cheatscodesguides,com,pc,-1
cheatscodesguides,com,pc,cheats,-1
com,pc,cheats,fre,-1
http,www,chrolace,com,-1
http,www,rochester,edu,-1
www,rochester,edu,athletics,-1
rochester,edu,athletics,sport,-1
edu,athletics,sport,php,-1
athletics,sport,php,i,-1
http,www,angelfire,com,-1
www,angelfire,com,mb,-1
angelfire,com,mb,laurencedurand,-1
http,www,abai,com,-1
http,www,diets,com,1
www,diets,com,sg,1
http,www,battleofflowers,com,-1
http,www,truecolour,org,-1
http,magma,maths,usyd,-1
magma,maths,usyd,edu,-1
maths,usyd,edu,au,-1
http,www,canadianminingnews,com,1
http,www,archive,org,-1
www,archive,org,details,-1
archive,org,details,criticalstudy,-1
http,homepage,eircom,net,-1
homepage,eircom,net,veefour,-1
http,www,designmedialab,com,-1
www,designmedialab,com,index,-1
designmedialab,com,index,html,-1
http,www,usm,maine,1
www,usm,maine,edu,1
usm,maine,edu,eng,1
maine,edu,eng,neasecs,1
edu,eng,neasecs,html,1
http,www,harshhouse,com,-1
http,www,pchs,com,-1
http,www,ebony,sex,-1
www,ebony,sex,free,-1
ebony,sex,free,porn,-1
sex,free,porn,com,-1
free,porn,com,free,-1
porn,com,free,ebony,-1
http,www,doctornirdosh,com,-1
http,www,sanimac,it,-1
http,www,cbeinternational,org,-1
www,cbeinternational,org,new,-1
cbeinternational,org,new,pdf,-1
org,new,pdf,files,-1
http,www,dnr,state,-1
www,dnr,state,ak,-1
dnr,state,ak,us,-1
state,ak,us,parks,-1
ak,us,parks,oha,-1
us,parks,oha,histcomm,-1
http,saints,sqpn,com,-1
saints,sqpn,com,saintj,-1
sqpn,com,saintj,htm,-1
http,www,geocities,com,-1
www,geocities,com,billathome,-1
http,www,gamepro,com,-1
www,gamepro,com,nintendo,-1
gamepro,com,nintendo,ds,-1
com,nintendo,ds,games,-1
nintendo,ds,games,revie,-1
http,www,taylorvets,co,-1
www,taylorvets,co,uk,-1
http,www,texasappealswrits,com,-1
http,www,villageneedlework,com,-1
http,uniquenorthern,blogspot,com,-1
http,www,kingli,com,-1
http,ps,gamespy,com,1
ps,gamespy,com,playstation,1
gamespy,com,playstation,dice,1
com,playstation,dice,proj,1
http,www,john,bauer,-1
www,john,bauer,com,-1
john,bauer,com,movies,-1
bauer,com,movies,htm,-1
http,www,booksforcounsellors,co,-1
www,booksforcounsellors,co,uk,-1
http,www,topix,com,-1
www,topix,com,mlb,-1
topix,com,mlb,texas,-1
com,mlb,texas,rangers,-1
http,www,warnertool,com,-1
http,www,sealandchem,com,-1
http,www,uncp,edu,-1
www,uncp,edu,mc,-1
http,members,tripod,com,-1
members,tripod,com,trailbase,-1
http,www,templelodge,org,-1
http,www,skhu,ac,-1
www,skhu,ac,kr,-1
skhu,ac,kr,eng,-1
http,www,bmw,online,-1
www,bmw,online,com,-1
http,www,sdc,nh,-1
www,sdc,nh,com,-1
http,www,dontwastemymoney,com,-1
http,www,antd,nist,-1
www,antd,nist,gov,-1
antd,nist,gov,tools,-1
nist,gov,tools,cerberus,-1
http,www,fpctup,org,-1
http,www,valley,popcorn,-1
www,valley,popcorn,com,-1
http,www,flying,wings,-1
www,flying,wings,com,-1
http,www,sustrust,org,-1
http,www,curiousgames,net,-1
http,www,webhostingratings,com,-1
www,webhostingratings,com,glossary,-1
webhostingratings,com,glossary,html,-1
https,www,cervinis,com,-1
http,www,cleanroomspecialists,com,-1
http,www,kmp,com,-1
www,kmp,com,bios,-1
kmp,com,bios,hairebio,-1
com,bios,hairebio,html,-1
http,code,google,com,-1
code,google,com,chromium,-1
http,www,timocom,com,-1
http,www,freeweb,hu,-1
www,freeweb,hu,asia,-1
http,www,biofibreindustries,com,-1
http,www,gamespot,com,-1
www,gamespot,com,n,-1
gamespot,com,n,action,-1
com,n,action,battlezoner,-1
http,web,ukonline,co,-1
web,ukonline,co,uk,-1
ukonline,co,uk,peter,-1
co,uk,peter,stensones,-1
http,www,baymontfranchise,com,1
http,humanitiesweb,org,human,-1
humanitiesweb,org,human,php,-1
org,human,php,s,-1
human,php,s,c,-1
php,s,c,amp;p,-1
s,c,amp;p,c,-1
http,www,tynesidecroquet,org,-1
www,tynesidecroquet,org,uk,-1
http,www,acutab,com,-1
http,www,awsaeast,org,-1
http,www,rwpa,net,-1
http,toxicantstudy,blogspot,com,-1
http,www,ecatalogmail,com,-1
http,beauty,rivkashome,com,-1
http,www,travelscotworld,co,-1
www,travelscotworld,co,uk,-1
http,www,allthingschristmas,com,1
http,www,bpib,com,-1
www,bpib,com,illustrat,-1
bpib,com,illustrat,clarke,-1
com,illustrat,clarke,htm,-1
http,www,fearless,flight,-1
www,fearless,flight,com,-1
http,www,nidmar,ca,-1
http,www,dharmabuilt,com,-1
http,www,globaladventures,net,-1
http,www,newadvent,org,-1
www,newadvent,org,cathen,-1
newadvent,org,cathen,a,-1
org,cathen,a,htm,-1
http,www,cat,tales,-1
www,cat,tales,com,-1
http,www,aimeehoover,com,1
http,wilshjefflive,tripod,com,-1
wilshjefflive,tripod,com,wiltshireandje,-1
http,www,genomex,com,1
http,homepage,nhvt,net,-1
homepage,nhvt,net,drgnmstr,-1
http,www,newadvent,org,-1
www,newadvent,org,cathen,-1
newadvent,org,cathen,b,-1
org,cathen,b,htm,-1
http,www,uky,edu,-1
www,uky,edu,artssciences,-1
uky,edu,artssciences,kflc,-1
http,www,angelfire,com,-1
www,angelfire,com,ny,-1
angelfire,com,ny,maninblack,-1
http,www,midwestsundowners,com,-1
http,www,aim,edu,1
www,aim,edu,ph,1
http,www,wholeworldtheatre,com,-1
http,departments,oxy,edu,-1
departments,oxy,edu,uepi,-1
http,www,medrecinst,com,1
http,www,geocities,com,-1
www,geocities,com,eastgermancowboy,-1
http,www,phoenixfeder,de,-1
www,phoenixfeder,de,skyride,-1
http,www,eriefoodbank,org,1
http,www,freemusiciansclassifieds,com,-1
http,www,nymbp,org,-1
http,www,cabq,gov,-1
www,cabq,gov,police,-1
http,marina,fortunecity,com,-1
marina,fortunecity,com,indiabasin,-1
fortunecity,com,indiabasin,ha,-1
http,singbrewer,blogspot,com,-1
http,www,rollnlock,com,-1
http,www,cycleman,com,-1
http,www,schemiradiotv,com,1
http,www,coventryescort,com,1
http,www,usatoday,com,-1
www,usatoday,com,life,-1
usatoday,com,life,people,-1
http,www,pcmag,com,-1
www,pcmag,com,article,-1
pcmag,com,article,asp,-1
http,www,onecryo,com,-1
http,www,cse,unsw,-1
www,cse,unsw,edu,-1
cse,unsw,edu,au,-1
unsw,edu,au,disy,-1
edu,au,disy,l,-1
http,www,textile,planet,-1
www,textile,planet,com,-1
http,www,familyglove,com,-1
http,jmcpherson,org,screen,-1
jmcpherson,org,screen,html,-1
http,www,smokeaway,co,1
www,smokeaway,co,uk,1
http,www,brightlightsfilm,com,1
www,brightlightsfilm,com,eastiseast,1
http,www,lourawls,com,-1
http,www,catalogsuccess,com,1
http,www,geocities,com,-1
www,geocities,com,sunsetstrip,-1
geocities,com,sunsetstrip,birdland,-1
http,www,astrosociology,com,-1
http,www,markitwise,co,-1
www,markitwise,co,uk,-1
http,www,mastedonia,com,-1
http,www,cutflower,com,-1
http,www,inpharmatica,com,-1
http,www,dentalprosperity,com,1
http,www,eternalimage,ca,-1
http,www,ginc,com,-1
http,www,vedantacentre,org,-1
http,www,weleda,com,-1
http,www,mycustomlogo,com,-1
http,www,ucsampdoria,co,-1
www,ucsampdoria,co,uk,-1
http,www,manchestertimes,com,-1
http,www,t,sql,1
www,t,sql,com,1
http,www,bethanderson,hotclue,-1
www,bethanderson,hotclue,com,-1
http,www,gohotrods,com,1
http,www,allscifi,com,-1
www,allscifi,com,topics,-1
allscifi,com,topics,info,-1
com,topics,info,asp,-1
http,www,christiedigital,com,-1
http,en,wikipedia,org,-1
en,wikipedia,org,wiki,-1
wikipedia,org,wiki,haroun,-1
org,wiki,haroun,al,-1
wiki,haroun,al,raschid,-1
http,www,tanong,com,-1
www,tanong,com,tw,-1
http,www,in,time,-1
www,in,time,com,-1
http,www,lagrange,edu,-1
www,lagrange,edu,primary,-1
lagrange,edu,primary,cfm,-1
edu,primary,cfm,linkid,-1
http,www,uni,koeln,-1
www,uni,koeln,de,-1
uni,koeln,de,rrzk,-1
koeln,de,rrzk,sicherheit,-1
http,www,crysania,com,-1
www,crysania,com,paperthin,-1
crysania,com,paperthin,kof,-1
http,goathavenfarm,tripod,com,-1
http,groups,yahoo,com,-1
groups,yahoo,com,group,-1
yahoo,com,group,federationforind,-1
http,www,antikvariat,net,1
http,home,att,net,-1
home,att,net,chuckayoub,-1
att,net,chuckayoub,the,-1
net,chuckayoub,the,beatles,-1
chuckayoub,the,beatles,ly,-1
http,www,nga,gov,-1
http,www,freewebs,com,-1
www,freewebs,com,cloning,-1
http,crociris,alpha,pl,-1
http,www,cnionline,com,1
http,www,musicaustin,com,-1
www,musicaustin,com,country,-1
musicaustin,com,country,kwillis,-1
com,country,kwillis,html,-1
http,tools,ietf,org,-1
tools,ietf,org,html,-1
ietf,org,html,rfc,-1
http,www,geocities,com,1
www,geocities,com,northwestbigfoot,1
http,apolloguide,com,mov,-1
apolloguide,com,mov,revtemp,-1
com,mov,revtemp,asp,-1
mov,revtemp,asp,cid,-1
http,ps,gamezone,com,-1
ps,gamezone,com,gzreviews,-1
gamezone,com,gzreviews,r,-1
com,gzreviews,r,htm,-1
http,ps,ign,com,-1
ps,ign,com,objects,-1
ign,com,objects,html,-1
http,www,pnas,org,-1
www,pnas,org,cgi,-1
pnas,org,cgi,content,-1
org,cgi,content,abstract,-1
http,www,highlightsphotography,com,-1
http,gla,missions,org,-1
http,www,people,vcu,-1
www,people,vcu,edu,-1
people,vcu,edu,dlatane,-1
vcu,edu,dlatane,palgrave,-1
edu,dlatane,palgrave,html,-1
http,en,wikipedia,org,-1
en,wikipedia,org,wiki,-1
wikipedia,org,wiki,malus,-1
http,www,ferris,edu,-1
www,ferris,edu,htmls,-1
ferris,edu,htmls,tatfsu,-1
edu,htmls,tatfsu,support,-1
htmls,tatfsu,support,sats,-1
http,www,geocities,com,-1
www,geocities,com,birdlvr,-1
geocities,com,birdlvr,conures,-1
com,birdlvr,conures,html,-1
http,www,gnome,sk,-1
www,gnome,sk,dwarf,-1
gnome,sk,dwarf,dwarf,-1
sk,dwarf,dwarf,http,-1
dwarf,dwarf,http,html,-1
http,www,nakedswedishmen,com,1
www,nakedswedishmen,com,g,1
http,www,dreamweb,nl,-1
http,www,sedos,org,-1
http,www,komputerkrazy,com,-1
http,www,matex,com,-1
www,matex,com,sg,-1
http,www,flabeaches,net,-1
http,www,thoughtsinabasket,com,-1
http,www,hockeysfuture,com,-1
http,www,scmlsoftware,com,-1
http,groups,yahoo,com,1
groups,yahoo,com,group,1
yahoo,com,group,orcslash,1
http,www,johannaedwards,com,-1
http,www,advancedmp,com,-1
http,www,smmp,com,1
http,www,intech,ind,-1
www,intech,ind,com,-1
http,www,manzoku,or,-1
www,manzoku,or,jp,-1
http,www,azlionhunts,com,-1
http,www,wissota,com,-1
http,uk,gamespot,com,-1
uk,gamespot,com,wii,-1
gamespot,com,wii,strategy,-1
com,wii,strategy,simcitycre,-1
http,cvsgrab,sourceforge,net,-1
http,www,geographic,org,-1
www,geographic,org,flags,-1
geographic,org,flags,mongolia,-1
org,flags,mongolia,flags,-1
http,gofugyourself,typepad,com,1
http,www,foxorangecounty,com,-1
http,www,imf,music,-1
www,imf,music,at,-1
http,uk,geocities,com,1
uk,geocities,com,stewartlloyd,1
geocities,com,stewartlloyd,btopenwor,1
http,www,fractal,vibes,-1
www,fractal,vibes,com,-1
http,www,alaskafishinglogs,com,-1
http,www,fraserker,com,1
www,fraserker,com,helilessons,1
fraserker,com,helilessons,index,1
com,helilessons,index,htm,1
http,www,normanrainockartco,com,-1
http,www,precisehome,com,-1
http,www,nationalequipment,com,-1
http,www,signlanguagevideo,com,-1
http,www,silkmen,org,-1
http,www,giscorps,org,-1
http,members,cox,net,1
members,cox,net,igca,1
cox,net,igca,foster,1
net,igca,foster,dogs,1
http,www,marklindsay,com,-1
http,www,uscg,mil,-1
www,uscg,mil,hq,-1
uscg,mil,hq,g,-1
mil,hq,g,m,-1
hq,g,m,pscweb,-1
g,m,pscweb,index,-1
m,pscweb,index,htm,-1
http,www,latourells,com,-1
http,www,cortechmachines,com,-1
http,www,graphicimagesinc,net,-1
http,www,therecipebox,com,1
www,therecipebox,com,box,1
therecipebox,com,box,sandwich,1
com,box,sandwich,san,1
http,www,unl,edu,-1
www,unl,edu,finearts,-1
http,www,stfrancissolanus,com,-1
http,www,ccel,org,-1
www,ccel,org,ccel,-1
ccel,org,ccel,schaff,-1
org,ccel,schaff,encyc,-1
ccel,schaff,encyc,page,-1
http,www,clifcospicesales,com,1
http,us,imdb,com,-1
us,imdb,com,name,-1
imdb,com,name,nm,-1
http,www,zrgolf,com,1
http,www,geocities,com,1
www,geocities,com,star,1
geocities,com,star,mere,1
com,star,mere,shores,1
star,mere,shores,html,1
http,www,freewebs,com,-1
www,freewebs,com,arwen,-1
freewebs,com,arwen,lotr,-1
com,arwen,lotr,main,-1
arwen,lotr,main,html,-1
http,www,gonzagabulletin,com,-1
http,www,digitalsamba,com,-1
http,www,gamespot,com,-1
www,gamespot,com,ds,-1
gamespot,com,ds,puzzle,-1
com,ds,puzzle,gentlebraine,-1
http,www,autoalliance,org,-1
http,www,powweb,com,-1
http,www,audiodiscs,com,-1
www,audiodiscs,com,au,-1
http,www,stealthgolf,com,1
www,stealthgolf,com,au,1
http,time,stranger,net,-1
time,stranger,net,salvia,-1
http,rf,shielding,com,1
http,archive,salon,com,-1
archive,salon,com,weekly,-1
salon,com,weekly,cheever,-1
http,www,nicd,us,-1
http,members,optusnet,com,-1
members,optusnet,com,au,-1
optusnet,com,au,nell,-1
http,ella,slis,indiana,1
ella,slis,indiana,edu,1
slis,indiana,edu,katy,1
indiana,edu,katy,gallery,1
http,members,tripod,com,1
members,tripod,com,charnelhouse,1
http,www,coolmagic,btinternet,-1
www,coolmagic,btinternet,co,-1
coolmagic,btinternet,co,uk,-1
btinternet,co,uk,page,-1
co,uk,page,htm,-1
http,www,educaserve,com,-1
www,educaserve,com,anglais,-1
educaserve,com,anglais,premiere,-1
com,anglais,premiere,php,-1
http,wearcam,org,head,-1
wearcam,org,head,mounted,-1
org,head,mounted,displays,-1
head,mounted,displays,html,-1
http,visualoberon,sourceforge,net,-1
http,dnr,metrokc,gov,-1
dnr,metrokc,gov,wlr,-1
metrokc,gov,wlr,lands,-1
gov,wlr,lands,weeds,-1
wlr,lands,weeds,star,-1
lands,weeds,star,htm,-1
http,www,clubconnectweb,com,-1
www,clubconnectweb,com,cripplecreekgandcc,-1
http,www,ship,org,-1
http,www,prolink,ae,-1
http,www,spu,edu,1
http,www,absolutedivas,com,-1
www,absolutedivas,com,courtney,-1
http,www,dreamfactoryci,com,-1
http,www,bibliotecaescolar,info,-1
http,inscribe,iupress,org,-1
inscribe,iupress,org,doi,-1
iupress,org,doi,abs,-1
org,doi,abs,vi,-1
http,www,channel,com,-1
www,channel,com,entertainment,-1
channel,com,entertainment,games,-1
http,subzero,co,uk,-1
http,www,swedishcycling,org,1
http,www,magichat,co,-1
www,magichat,co,uk,-1
http,www,ziongrandrapidsmn,org,-1
http,www,cipne,org,-1
http,www,kidslaw,org,-1
http,ucblibraries,colorado,edu,1
ucblibraries,colorado,edu,govpubs,1
colorado,edu,govpubs,for,1
edu,govpubs,for,i,1
http,www,scifimoviepage,com,-1
www,scifimoviepage,com,dvd,-1
scifimoviepage,com,dvd,conan,-1
com,dvd,conan,html,-1
http,www,cdc,gov,1
www,cdc,gov,ncidod,1
cdc,gov,ncidod,dbmd,1
gov,ncidod,dbmd,diseaseinfo,1
ncidod,dbmd,diseaseinfo,leg,1
http,www,otterbein,edu,-1
www,otterbein,edu,home,-1
otterbein,edu,home,fac,-1
edu,home,fac,plarchr,-1
home,fac,plarchr,kawa,-1
http,www,fusai,com,-1
http,extoxnet,orst,edu,-1
http,www,northwestsbtclub,co,-1
www,northwestsbtclub,co,uk,-1
http,www,student,virginia,-1
www,student,virginia,edu,-1
student,virginia,edu,irouva,-1
http,www,csc,villanova,1
www,csc,villanova,edu,1
csc,villanova,edu,japaridz,1
http,www,marcelmusic,com,-1
http,www,brynmawr,edu,-1
www,brynmawr,edu,athletics,-1
brynmawr,edu,athletics,intercollegi,-1
http,www,heggys,com,-1
http,www,gigmasters,com,-1
http,www,cpa,dallas,-1
www,cpa,dallas,com,-1
http,www,massbankers,org,-1
http,www,danburycatclinic,com,-1
http,home,gci,net,-1
home,gci,net,divs,-1
gci,net,divs,behavior,-1
net,divs,behavior,toilet,-1
divs,behavior,toilet,cat,-1
http,www,antwifarms,com,-1
www,antwifarms,com,swinediseases,-1
antwifarms,com,swinediseases,shtml,-1
http,www,kumconline,org,-1
http,www,marina,soft,1
www,marina,soft,com,1
marina,soft,com,en,1
http,apolloguide,com,mov,-1
apolloguide,com,mov,revtemp,-1
com,mov,revtemp,asp,-1
mov,revtemp,asp,cid,-1
http,astronomy,swin,edu,-1
astronomy,swin,edu,au,-1
swin,edu,au,pbourke,-1
edu,au,pbourke,geometry,-1
http,www,geocities,com,-1
www,geocities,com,hungarianrecipes,-1
http,news,bbc,co,-1
news,bbc,co,uk,-1
bbc,co,uk,sport,-1
co,uk,sport,hi,-1
uk,sport,hi,olympics,-1
sport,hi,olympics,defau,-1
http,www,castlecomputer,com,-1
http,www,jsonline,com,-1
www,jsonline,com,alive,-1
jsonline,com,alive,well,-1
com,alive,well,jan,-1
alive,well,jan,bald,-1
http,www,rachelremen,com,-1
http,www,theohzone,net,-1
www,theohzone,net,dolls,-1
theohzone,net,dolls,htm,-1
http,www,cpgmarket,com,1
http,www,heathbaby,com,-1
www,heathbaby,com,index,-1
heathbaby,com,index,php,-1
http,groups,yahoo,com,-1
groups,yahoo,com,group,-1
yahoo,com,group,aussies,-1
http,www,foodinmytown,co,-1
www,foodinmytown,co,uk,-1
http,www,freewebs,com,-1
www,freewebs,com,mattsautographs,-1
http,www,kinderautoren,de,-1
http,www,uri,edu,-1
www,uri,edu,athletics,-1
uri,edu,athletics,recservices,-1
edu,athletics,recservices,clubs,-1
http,www,marvistavet,com,-1
www,marvistavet,com,html,-1
marvistavet,com,html,feline,-1
com,html,feline,upper,-1
html,feline,upper,r,-1
http,www,mrtec,com,-1
www,mrtec,com,productfeatures,-1
mrtec,com,productfeatures,htm,-1
http,www,elderindustry,com,1
http,www,gutenberg,org,-1
www,gutenberg,org,etext,-1
http,www,astara,org,-1
http,www,hmc,psu,-1
www,hmc,psu,edu,-1
hmc,psu,edu,eyecenter,-1
http,www,afunnyoldgame,com,1
http,www,concatenation,org,-1
http,wso,williams,edu,1
wso,williams,edu,dsakasi,1
williams,edu,dsakasi,wall,1
http,www,existi,com,-1
http,www,oldwestbury,edu,-1
http,www,aafpe,org,-1
http,www,gehnaindia,com,-1
http,www,vintagegladrags,com,-1
http,www,wheatoncollege,edu,-1
www,wheatoncollege,edu,athletics,-1
wheatoncollege,edu,athletics,lacros,-1
http,www,icon,co,-1
www,icon,co,za,-1
icon,co,za,heinl,-1
http,www,centralconnector,com,1
www,centralconnector,com,games,1
centralconnector,com,games,tripleya,1
http,www,angelfire,com,-1
www,angelfire,com,mn,-1
angelfire,com,mn,sublimespot,-1
http,www,water,ed,-1
www,water,ed,org,-1
http,www,geocities,com,-1
www,geocities,com,motorcity,-1
geocities,com,motorcity,track,-1
http,www,topra,org,-1
http,www,tanneries,roux,-1
www,tanneries,roux,com,-1
http,www,cnonline,net,-1
www,cnonline,net,rkmiller,-1
cnonline,net,rkmiller,ultradispens,-1
http,groups,yahoo,com,-1
groups,yahoo,com,group,-1
yahoo,com,group,tw,-1
http,www,iaeste,or,-1
www,iaeste,or,at,-1
http,www,norit,americas,-1
www,norit,americas,com,-1
http,www,rayhartl,com,-1
http,forest,moscowfsl,wsu,-1
forest,moscowfsl,wsu,edu,-1
moscowfsl,wsu,edu,wepp,-1
wsu,edu,wepp,html,-1
http,www,uiowa,edu,-1
www,uiowa,edu,ostc,-1
http,www,angelfire,com,-1
www,angelfire,com,mi,-1
angelfire,com,mi,dinosaurs,-1
com,mi,dinosaurs,behemoth,-1
http,www,pbs,org,-1
www,pbs,org,weta,-1
pbs,org,weta,thewest,-1
org,weta,thewest,people,-1
weta,thewest,people,s,-1
thewest,people,s,z,-1
people,s,z,sit,-1
http,www,dallasbutterflies,com,-1
http,www,bayvillechemical,com,-1
http,www,nimbuspaddles,com,-1
http,www,chupeteiras,com,-1
http,www,ruidoso,net,-1
www,ruidoso,net,twinspruce,-1
http,www,escentual,com,1
http,www,geocities,com,-1
www,geocities,com,donnyboymew,-1
http,www,fultonsquare,com,-1
http,www,geocities,com,-1
www,geocities,com,theresalboyar,-1
http,dsmc,eap,gr,-1
http,au,geocities,com,-1
au,geocities,com,crayfishaquaculture,-1
http,www,frontrange,com,-1
www,frontrange,com,au,-1
http,www,who,int,1
www,who,int,vaccines,1
who,int,vaccines,en,1
int,vaccines,en,rubella,1
vaccines,en,rubella,shtml,1
http,www,bollywoodpicturesgallery,com,-1
www,bollywoodpicturesgallery,com,sonali,-1
http,www,stroutinforma,com,-1
http,www,wellingtonnanniescollege,co,-1
www,wellingtonnanniescollege,co,nz,-1
http,www,time,for,-1
www,time,for,time,-1
time,for,time,com,-1
http,www,jakendall,com,1
http,ubl,artistdirect,com,-1
ubl,artistdirect,com,music,-1
artistdirect,com,music,artist,-1
com,music,artist,card,-1
http,www,cdta,com,-1
www,cdta,com,au,-1
http,www,aatranslations,com,-1
http,www,freebielist,com,-1
www,freebielist,com,christmas,-1
freebielist,com,christmas,htm,-1
http,www,bonair,com,1
www,bonair,com,pl,1
http,www,allmusic,com,-1
www,allmusic,com,cg,-1
allmusic,com,cg,amg,-1
com,cg,amg,dll,-1
cg,amg,dll,p,-1
amg,dll,p,amg,-1
dll,p,amg,amp;s,-1
http,www,borromeo,org,-1
http,www,ebtinc,com,-1
http,www,midstateswoolgrowers,com,1
http,www,scriptscout,co,-1
www,scriptscout,co,uk,-1
http,www,abcopad,org,-1
http,www,wnyscouting,org,-1
http,www,smallbusinesssuccess,biz,-1
http,www,sportsline,com,1
www,sportsline,com,u,1
sportsline,com,u,basketball,1
com,u,basketball,college,1
http,www,rwcc,com,-1
http,www,gordon,edu,-1
www,gordon,edu,athletics,-1
gordon,edu,athletics,sport,-1
edu,athletics,sport,cfm,-1
athletics,sport,cfm,ispo,-1
http,www,leatherchemists,org,1
www,leatherchemists,org,forum,1
leatherchemists,org,forum,forum,1
org,forum,forum,top,1
http,us,imdb,com,-1
us,imdb,com,name,-1
imdb,com,name,nm,-1
http,partial,discharge,com,-1
http,www,rockdaleanimalhospital,com,-1
http,www,eteamz,com,1
www,eteamz,com,jeffgarrison,1
http,www,elcamino,edu,1
www,elcamino,edu,commadv,1
elcamino,edu,commadv,centerforarts,1
http,us,imdb,com,-1
us,imdb,com,name,-1
imdb,com,name,nm,-1
http,www,marlin,ac,-1
www,marlin,ac,uk,-1
marlin,ac,uk,species,-1
ac,uk,species,dilseacarnosa,-1
uk,species,dilseacarnosa,htm,-1
http,www,livingonthenet,com,-1
http,www,scorpio,net,-1
www,scorpio,net,au,-1
