text1,text2,text3,text4,class
book,host,families,worldwide,6.0
rooms,rent,locals,bed,6.0
rent,locals,bed,breakfasts,6.0
locals,bed,breakfasts,guest,6.0
bed,breakfasts,guest,houses,6.0
meet,stay,with,locals,6.0
stay,with,locals,over,6.0
with,locals,over,world,6.0
locals,over,world,couchsurfing,6.0
top,property,websites,buying,6.0
property,websites,buying,selling,6.0
websites,buying,selling,telegraph,6.0
property,buying,selling,renting,6.0
sarah,beeny,estate,agents,6.0
beeny,estate,agents,tepilo,6.0
renovation,restoration,house,buying,6.0
restoration,house,buying,insurance,6.0
period,property,uk,listings,6.0
property,uk,listings,period,6.0
uk,listings,period,property,6.0
listings,period,property,sale,6.0
estate,agents,cool,property,6.0
agents,cool,property,finds,6.0
cool,property,finds,stylish,6.0
property,finds,stylish,inte,6.0
the,modern,estate,agent,6.0
modern,estate,agent,brain,6.0
estate,agent,brain,food,6.0
agent,brain,food,modern,6.0
brain,food,modern,esta,6.0
wowhaus,home,hip,houses,6.0
home,hip,houses,architecture,6.0
hip,houses,architecture,sale,6.0
houses,architecture,sale,rent,6.0
justpark,parking,app,find,6.0
parking,app,find,parking,6.0
app,find,parking,seconds,6.0
zoopla,search,property,buy,6.0
search,property,buy,rent,6.0
property,buy,rent,house,6.0
buy,rent,house,prices,6.0
home,exchange,websites,travel,6.0
exchange,websites,travel,adventures,6.0
websites,travel,adventures,shari,6.0
lovehomeswap,review,travel,adventures,6.0
review,travel,adventures,sharing,6.0
guest,guest,review,travel,6.0
guest,review,travel,adventures,6.0
review,travel,adventures,sharing,6.0
travel,adventures,sharing,e,6.0
homelink,review,travel,adventures,6.0
review,travel,adventures,sharing,6.0
travel,adventures,sharing,economy,6.0
homexchange,review,may,travel,6.0
review,may,travel,adventures,6.0
may,travel,adventures,shari,6.0
transfers,news,sky,sports,14.0
newsnow,football,news,breaking,14.0
football,news,breaking,news,14.0
news,breaking,news,search,14.0
football,game,results,scores,14.0
football,news,live,scores,14.0
news,live,scores,results,14.0
live,scores,results,transfers,14.0
scores,results,transfers,goal,14.0
planet,futbol,schedule,news,14.0
futbol,schedule,news,si,14.0
football,news,opinion,previews,14.0
news,opinion,previews,results,14.0
opinion,previews,results,live,14.0
previews,results,live,sc,14.0
football,news,match,reports,14.0
news,match,reports,fixtures,14.0
match,reports,fixtures,guardian,14.0
best,deals,daily,deals,2.0
deals,daily,deals,discount,2.0
daily,deals,discount,coupons,2.0
ben,bargains,deals,bargains,12.0
bargains,deals,bargains,freebies,12.0
shopping,coupons,coupon,codes,12.0
coupons,coupon,codes,deals,12.0
coupon,codes,deals,printable,12.0
gottadeal,why,pay,retail,2.0
why,pay,retail,hot,2.0
pay,retail,hot,deals,2.0
retail,hot,deals,coupons,2.0
hot,deals,coupons,for,2.0
cardcash,gift,card,exchange,12.0
gift,card,exchange,buy,12.0
card,exchange,buy,sell,12.0
exchange,buy,sell,trade,12.0
buy,sell,trade,gif,12.0
check,store,ratings,save,3.0
store,ratings,save,money,3.0
ratings,save,money,with,3.0
save,money,with,deals,3.0
money,with,deals,pric,3.0
brad,deals,handpicked,deals,12.0
deals,handpicked,deals,coupons,12.0
handpicked,deals,coupons,retailers,12.0
gift,cards,deal,gift,12.0
cards,deal,gift,card,12.0
deal,gift,card,granny,12.0
gift,card,granny,reg,12.0
card,granny,reg,official,12.0
retailmenot,coupon,codes,coupons,12.0
coupon,codes,coupons,promo,12.0
codes,coupons,promo,code,12.0
coupons,promo,code,sh,12.0
offers,today,coupons,promo,12.0
today,coupons,promo,codes,12.0
coupons,promo,codes,deals,12.0
coupons,shipping,promo,codes,12.0
shipping,promo,codes,freeshipping,12.0
promo,codes,freeshipping,org,12.0
slickdeals,deals,coupons,promo,12.0
deals,coupons,promo,codes,12.0
coupons,promo,codes,discounts,12.0
highly,useful,websites,computer,3.0
useful,websites,computer,technicians,3.0
websites,computer,technicians,t,3.0
default,router,passwords,internets,3.0
router,passwords,internets,router,3.0
passwords,internets,router,pass,3.0
download,missing,dll,files,3.0
missing,dll,files,dll,3.0
dll,files,dll,files,3.0
remote,access,remote,desktop,3.0
access,remote,desktop,software,3.0
remote,desktop,software,computer,3.0
service,manual,schematics,datasheets,3.0
manual,schematics,datasheets,eeprom,3.0
schematics,datasheets,eeprom,bi,3.0
free,virus,scan,antivirus,3.0
virus,scan,antivirus,software,3.0
speedtest,ookla,global,broadband,3.0
ookla,global,broadband,speed,3.0
global,broadband,speed,test,3.0
processlibrary,resource,process,information,3.0
download,drivers,largest,driver,3.0
drivers,largest,driver,database,3.0
ninite,install,update,multiple,3.0
install,update,multiple,apps,3.0
update,multiple,apps,once,3.0
retailmenot,coupon,codes,coupons,12.0
coupon,codes,coupons,promo,12.0
codes,coupons,promo,codes,12.0
coupons,promo,codes,s,12.0
ultimate,trading,with,iq,3.0
trading,with,iq,option,3.0
use,incredible,websites,apps,3.0
incredible,websites,apps,learn,3.0
websites,apps,learn,tech,3.0
apps,learn,tech,skills,3.0
access,page,has,been,3.0
page,has,been,denied,3.0
skillcrush,digital,skills,job,3.0
digital,skills,job,skills,3.0
lynda,courses,classes,training,3.0
courses,classes,training,tutorials,3.0
coding,bootcamps,data,science,3.0
bootcamps,data,science,ux,3.0
data,science,ux,business,3.0
science,ux,business,gene,3.0
start,learning,treehouse,free,3.0
free,courses,nanodegree,programs,3.0
courses,nanodegree,programs,udacity,3.0
mit,opencourseware,course,materials,3.0
open,education,consortium,global,3.0
education,consortium,global,network,3.0
consortium,global,network,open,3.0
top,football,websites,telegraph,14.0
proven,quality,football,blog,14.0
quality,football,blog,entertain,14.0
football,blog,entertain,one,14.0
blog,entertain,one,two,14.0
spoiler,world,football,gossip,14.0
world,football,gossip,transfer,14.0
football,gossip,transfer,rumours,14.0
dirty,tackle,archives,howler,14.0
tackle,archives,howler,magazine,14.0
football,news,views,gossip,14.0
goals,football,goals,news,14.0
football,goals,news,betting,14.0
uk,football,news,results,14.0
football,news,results,forums,14.0
football,blog,football,transfer,14.0
blog,football,transfer,extra,14.0
football,transfer,extra,footie,14.0
sportslens,football,news,football,14.0
football,news,football,blog,14.0
football,betting,place,football,14.0
betting,place,football,bet,14.0
place,football,bet,today,14.0
football,bet,today,socc,14.0
the,introduction,page,rsssf,14.0
introduction,page,rsssf,rec,14.0
page,rsssf,rec,sport,14.0
rsssf,rec,sport,soccer,14.0
rec,sport,soccer,s,14.0
fans,guide,football,grounds,14.0
guide,football,grounds,stadiums,14.0
football,grounds,stadiums,england,14.0
footiemap,map,tier,football,14.0
map,tier,football,club,14.0
tier,football,club,stadiums,14.0
soccer,spain,spanish,football,14.0
spain,spanish,football,website,14.0
spanish,football,website,english,14.0
global,game,fat,burners,14.0
game,fat,burners,preworkout,14.0
fat,burners,preworkout,supplements,14.0
football,alia,series,news,14.0
alia,series,news,fixtures,14.0
series,news,fixtures,results,14.0
news,fixtures,results,lat,14.0
football,news,live,scores,14.0
news,live,scores,results,14.0
live,scores,results,transfers,14.0
scores,results,transfers,go,14.0
sports,news,websites,sports,14.0
news,websites,sports,lovers,14.0
websites,sports,lovers,sports,14.0
sports,lovers,sports,news,14.0
sports,news,scores,highlights,14.0
news,scores,highlights,sports,14.0
scores,highlights,sports,illustrated,14.0
yahoo,sports,sports,news,14.0
sports,sports,news,scores,14.0
sports,news,scores,fantasy,14.0
espn,worldwide,leader,sports,14.0
real,estate,home,shopping,2.0
estate,home,shopping,bankrate,2.0
sportsbest,sports,news,stories,14.0
abstract,strategy,games,board,4.0
strategy,games,board,games,4.0
games,board,games,strategy,4.0
contigo,board,games,boardgamesgeek,4.0
doubles,wild,board,games,4.0
wild,board,games,boardgamesgeek,4.0
games,girls,boys,play,4.0
girls,boys,play,win,4.0
chess,variant,pages,homepage,4.0
yahoo,small,business,cheap,2.0
small,business,cheap,domains,2.0
business,cheap,domains,web,2.0
cheap,domains,web,hosting,2.0
play,chess,chess,problems,4.0
chess,chess,problems,chess,4.0
chess,problems,chess,openings,4.0
problems,chess,openings,chess,4.0
subway,surfers,android,apps,4.0
surfers,android,apps,google,4.0
android,apps,google,play,4.0
games,android,apps,google,4.0
android,apps,google,play,4.0
chess,chess,database,community,4.0
chyss,chess,everything,chess,4.0
chess,everything,chess,related,4.0
gamesknot,um,chess,related,4.0
middlesex,regional,committee,jamaica,4.0
regional,committee,jamaica,chess,4.0
committee,jamaica,chess,fed,4.0
barnet,knights,premier,junior,4.0
knights,premier,junior,north,4.0
premier,junior,north,london,4.0
junior,north,london,bar,4.0
northern,counties,chess,union,4.0
welcome,barnet,chess,club,4.0
barnet,chess,club,uk,4.0
ccf,cyprus,chess,federation,4.0
home,swap,home,sharing,6.0
swap,home,sharing,websites,6.0
home,sharing,websites,travel,6.0
sharing,websites,travel,guardian,6.0
homestay,accommodation,worldwide,dont,6.0
accommodation,worldwide,dont,just,6.0
worldwide,dont,just,vis,6.0
volunteering,spain,italy,south,6.0
spain,italy,south,america,6.0
italy,south,america,culture,6.0
homestay,find,book,host,6.0
find,book,host,families,6.0
book,host,families,worldwide,6.0
rooms,rent,locals,bed,6.0
rent,locals,bed,breakfasts,6.0
locals,bed,breakfasts,guest,6.0
bed,breakfasts,guest,houses,6.0
holiday,rentals,homes,experiences,6.0
rentals,homes,experiences,places,6.0
homes,experiences,places,airbnb,6.0
meet,stay,with,locals,6.0
stay,with,locals,over,6.0
with,locals,over,world,6.0
locals,over,world,couchsurfing,6.0
property,websites,buying,selling,6.0
websites,buying,selling,your,6.0
buying,selling,your,home,6.0
selling,your,home,te,6.0
property,buying,selling,renting,6.0
sarah,beeny,estate,agents,6.0
beeny,estate,agents,tepilo,6.0
period,property,uk,listings,6.0
property,uk,listings,period,6.0
uk,listings,period,property,6.0
listings,period,property,sa,6.0
modern,estate,agent,brain,6.0
estate,agent,brain,food,6.0
agent,brain,food,modern,6.0
brain,food,modern,estate,6.0
food,modern,estate,a,6.0
wowhaus,home,hip,houses,6.0
home,hip,houses,architecture,6.0
hip,houses,architecture,sale,6.0
houses,architecture,sale,rent,6.0
justpark,parking,app,find,6.0
parking,app,find,parking,6.0
app,find,parking,seconds,6.0
zoopla,search,property,buy,6.0
search,property,buy,rent,6.0
property,buy,rent,house,6.0
buy,rent,house,prices,6.0
rent,house,prices,e,6.0
best,home,exchange,websites,6.0
home,exchange,websites,updated,6.0
exchange,websites,updated,august,6.0
websites,updated,august,tra,6.0
lovehomeswap,review,may,travel,6.0
review,may,travel,adventures,6.0
may,travel,adventures,shar,6.0
guest,guest,review,july,6.0
guest,review,july,travel,6.0
review,july,travel,adventures,6.0
july,travel,adventures,shar,6.0
homelink,review,july,travel,6.0
review,july,travel,adventures,6.0
july,travel,adventures,sharing,6.0
homeexchange,review,may,travel,6.0
review,may,travel,adventures,6.0
may,travel,adventures,shar,6.0
newsnow,football,news,breaking,14.0
football,news,breaking,news,14.0
news,breaking,news,search,14.0
football,results,scores,transfers,14.0
results,scores,transfers,news,14.0
scores,transfers,news,sky,14.0
football,news,live,scores,14.0
news,live,scores,results,14.0
live,scores,results,transfers,14.0
scores,results,transfers,goal,14.0
planet,futbol,schedule,news,14.0
futbol,schedule,news,si,14.0
football,news,opinion,previews,14.0
news,opinion,previews,results,14.0
opinion,previews,results,live,14.0
previews,results,live,sc,14.0
football,news,match,reports,14.0
news,match,reports,fixtures,14.0
match,reports,fixtures,guardian,14.0
web,sites,finding,deals,2.0
best,deals,daily,deals,2.0
deals,daily,deals,discount,2.0
daily,deals,discount,coupons,2.0
ben,bargains,deals,bargains,12.0
bargains,deals,bargains,bies,12.0
rather,be,shippin,coupons,12.0
be,shippin,coupons,coupon,12.0
shippin,coupons,coupon,codes,12.0
coupons,coupon,codes,deals,12.0
coupon,codes,deals,p,12.0
gottadeal,why,pay,retail,2.0
why,pay,retail,deals,2.0
pay,retail,deals,coupons,2.0
retail,deals,coupons,ums,2.0
deals,coupons,ums,more,2.0
cardcash,gift,card,exchange,12.0
gift,card,exchange,buy,12.0
card,exchange,buy,sell,12.0
exchange,buy,sell,trade,12.0
buy,sell,trade,gif,12.0
check,store,ratings,save,3.0
store,ratings,save,money,3.0
ratings,save,money,with,3.0
save,money,with,deals,3.0
money,with,deals,pric,3.0
brad,deals,handpicked,deals,12.0
deals,handpicked,deals,coupons,12.0
handpicked,deals,coupons,retailers,12.0
gift,cardsdeal,gift,card,12.0
cardsdeal,gift,card,granny,12.0
gift,card,granny,reg,12.0
card,granny,reg,official,12.0
retailmenot,coupon,codes,coupons,3.0
coupon,codes,coupons,promo,3.0
codes,coupons,promo,codes,3.0
coupons,promo,codes,s,3.0
offers,today,coupons,promo,12.0
today,coupons,promo,codes,12.0
coupons,promo,codes,deals,12.0
coupons,shipping,promo,codes,12.0
shipping,promo,codes,shippingorg,12.0
coupon,sherpa,coupons,promo,12.0
sherpa,coupons,promo,codes,12.0
coupons,promo,codes,printable,12.0
promo,codes,printable,co,12.0
slickdeals,deals,coupons,promo,2.0
deals,coupons,promo,codes,2.0
coupons,promo,codes,discounts,2.0
apps,sites,gifted,talented,3.0
sites,gifted,talented,kids,3.0
codespark,academy,app,review,7.0
the,foolish,king,app,7.0
foolish,king,app,review,7.0
busy,water,app,review,7.0
crafty,cut,touch,press,7.0
cut,touch,press,games,7.0
touch,press,games,app,7.0
press,games,app,review,7.0
lumino,city,app,review,7.0
diy,app,creative,community,7.0
app,creative,community,app,7.0
creative,community,app,review,7.0
space,science,investigations,plant,7.0
science,investigations,plant,growth,7.0
investigations,plant,growth,app,7.0
inventioneers,version,app,review,7.0
tinytap,create,play,al,7.0
create,play,al,games,7.0
play,al,games,app,7.0
al,games,app,review,7.0
swift,playgrounds,app,review,7.0
the,infinite,arcade,tinybop,7.0
infinite,arcade,tinybop,app,7.0
arcade,tinybop,app,review,7.0
wizard,school,app,review,7.0
kids,web,india,portal,7.0
web,india,portal,kids,7.0
india,portal,kids,young,7.0
portal,kids,young,teens,7.0
kids,young,teens,kids,7.0
young,teens,kids,we,7.0
kids,portal,games,kids,4.0
educational,multilingual,website,children,10.0
multilingual,website,children,with,10.0
incredible,numbers,professor,ian,7.0
numbers,professor,ian,stewart,7.0
professor,ian,stewart,app,7.0
ian,stewart,app,r,7.0
journeys,invention,science,technology,7.0
invention,science,technology,from,7.0
science,technology,from,pas,7.0
brainfeed,educationshippinsgal,videos,kids,7.0
educationshippinsgal,videos,kids,app,7.0
nanowrimo,young,writers,program,7.0
young,writers,program,website,7.0
writers,program,website,review,7.0
mathemagics,mental,math,tricks,7.0
mental,math,tricks,app,7.0
math,tricks,app,review,7.0
arloon,chemistry,laboratory,compounds,7.0
chemistry,laboratory,compounds,apps,7.0
laboratory,compounds,apps,cla,7.0
autodesk,sketchbook,app,review,7.0
curious,games,lifelong,learning,7.0
games,lifelong,learning,app,7.0
lifelong,learning,app,review,7.0
fact,checking,tools,teens,7.0
checking,tools,teens,tweens,7.0
tilt,world,app,review,7.0
youth,service,america,website,7.0
service,america,website,review,7.0
daisy,chain,app,review,7.0
volunteer,match,website,review,7.0
golmaal,again,movie,hd,1.0
again,movie,hd,latest,1.0
movie,hd,latest,hindi,1.0
hd,latest,hindi,movie,1.0
latest,hindi,movie,new,1.0
fantasy,latest,telugu,movie,1.0
latest,telugu,movie,alidra,1.0
telugu,movie,alidra,productions,1.0
kaala,tamil,official,teaser,1.0
tamil,official,teaser,rajinikanth,1.0
official,teaser,rajinikanth,pa,1.0
teaser,rajinikanth,pa,ran,1.0
days,love,telugu,short,1.0
love,telugu,short,film,1.0
telugu,short,film,jayakishore,1.0
short,film,jayakishore,show,1.0
film,jayakishore,show,y,1.0
tholiprema,telugu,short,film,1.0
telugu,short,film,with,1.0
short,film,with,english,1.0
film,with,english,subt,1.0
respect,telugu,short,film,1.0
telugu,short,film,written,1.0
short,film,written,directed,1.0
film,written,directed,akh,1.0
call,boy,telugu,short,1.0
boy,telugu,short,film,1.0
telugu,short,film,directed,1.0
short,film,directed,saadhu,1.0
film,directed,saadhu,sam,1.0
days,love,telugu,short,1.0
love,telugu,short,film,1.0
telugu,short,film,jayakishore,1.0
short,film,jayakishore,show,1.0
film,jayakishore,show,y,1.0
tholiprema,telugu,short,film,1.0
telugu,short,film,with,1.0
short,film,with,english,1.0
film,with,english,subt,1.0
respect,telugu,short,film,1.0
telugu,short,film,written,1.0
short,film,written,directed,1.0
film,written,directed,akh,1.0
rich,vs,poor,watch,1.0
vs,poor,watch,till,1.0
poor,watch,till,end,1.0
watch,till,end,telugu,1.0
till,end,telugu,comedy,1.0
end,telugu,comedy,shor,1.0
jutti,short,film,valentine,1.0
short,film,valentine,day,1.0
film,valentine,day,special,1.0
valentine,day,special,mohinde,1.0
oh,men,telugu,short,1.0
men,telugu,short,film,1.0
telugu,short,film,film,1.0
short,film,film,rajesh,1.0
film,film,rajesh,kanna,1.0
film,rajesh,kanna,you,1.0
angel,latest,telugu,length,1.0
latest,telugu,length,movie,1.0
telugu,length,movie,naga,1.0
length,movie,naga,anvesh,1.0
movie,naga,anvesh,h,1.0
gunturodu,telugu,movie,manchu,1.0
telugu,movie,manchu,manoj,1.0
movie,manchu,manoj,pragya,1.0
manchu,manoj,pragya,tel,1.0
pilla,nee,valla,latest,1.0
nee,valla,latest,telugu,1.0
valla,latest,telugu,movie,1.0
latest,telugu,movie,krishna,1.0
telugu,movie,krishna,ch,1.0
rojulu,marayi,telugu,movie,1.0
marayi,telugu,movie,tejaswi,1.0
telugu,movie,tejaswi,madivada,1.0
movie,tejaswi,madivada,pa,1.0
rough,latest,telugu,movie,1.0
latest,telugu,movie,rakul,1.0
telugu,movie,rakul,preet,1.0
movie,rakul,preet,singh,1.0
rakul,preet,singh,aa,1.0
ra,ra,krishnayya,latest,1.0
ra,krishnayya,latest,telugu,1.0
krishnayya,latest,telugu,movie,1.0
latest,telugu,movie,sundeep,1.0
telugu,movie,sundeep,k,1.0
angel,latest,telugu,length,1.0
latest,telugu,length,movie,1.0
telugu,length,movie,naga,1.0
length,movie,naga,anvesh,1.0
movie,naga,anvesh,h,1.0
seethamma,andalu,ramayya,sitralu,1.0
andalu,ramayya,sitralu,telugu,1.0
ramayya,sitralu,telugu,hd,1.0
sitralu,telugu,hd,mov,1.0
karthikeya,telugu,latest,movie,1.0
telugu,latest,movie,youtube,1.0
sivagami,telugu,movie,priyanka,1.0
telugu,movie,priyanka,rao,1.0
movie,priyanka,rao,suhasini,1.0
priyanka,rao,suhasini,la,1.0
andamaina,jeevitham,movie,anupama,1.0
jeevitham,movie,anupama,parameswaran,1.0
lacchimdeviki,o,lekkundi,movie,1.0
o,lekkundi,movie,naveen,1.0
lekkundi,movie,naveen,chandra,1.0
pelliki,mundu,prema,katha,1.0
mundu,prema,katha,movie,1.0
prema,katha,movie,telugu,1.0
katha,movie,telugu,movies,1.0
kundanapu,bomma,telugu,movie,1.0
bomma,telugu,movie,chandini,1.0
telugu,movie,chandini,chowdary,1.0
pora,pove,latest,telugu,1.0
pove,latest,telugu,movie,1.0
latest,telugu,movie,karan,1.0
telugu,movie,karan,sowmya,1.0
movie,karan,sowmya,fri,1.0
lakkunnodu,latest,telugu,movie,1.0
latest,telugu,movie,manchu,1.0
telugu,movie,manchu,vishnu,1.0
movie,manchu,vishnu,h,1.0
pora,pove,latest,telugu,1.0
pove,latest,telugu,movie,1.0
latest,telugu,movie,karan,1.0
telugu,movie,karan,sowmya,1.0
movie,karan,sowmya,fri,1.0
latest,telugu,movie,movies,1.0
telugu,movie,movies,bharatha,1.0
movie,movies,bharatha,sainyam,1.0
movies,bharatha,sainyam,mo,1.0
ism,telugu,hd,movie,1.0
telugu,hd,movie,kalyan,1.0
hd,movie,kalyan,ram,1.0
movie,kalyan,ram,aditi,1.0
kalyan,ram,aditi,arya,1.0
ram,aditi,arya,tfc,1.0
latest,telugu,movie,movies,1.0
telugu,movie,movies,aadu,1.0
movie,movies,aadu,magaadra,1.0
movies,aadu,magaadra,bujji,1.0
simbu,latest,thimmiri,movie,1.0
latest,thimmiri,movie,simbu,1.0
thimmiri,movie,simbu,richa,1.0
movie,simbu,richa,gangop,1.0
telugu,comedy,video,krishnastami,1.0
comedy,video,krishnastami,brahmanandam,1.0
where,is,vidya,balan,1.0
is,vidya,balan,comedy,1.0
vidya,balan,comedy,scenes,1.0
balan,comedy,scenes,back,1.0
comedy,scenes,back,back,1.0
scenes,back,back,l,1.0
race,gurram,telugu,movie,1.0
gurram,telugu,movie,back,1.0
telugu,movie,back,back,1.0
movie,back,back,comedy,1.0
back,back,comedy,scen,1.0
lovers,movie,comedy,scenes,1.0
movie,comedy,scenes,back,1.0
comedy,scenes,back,back,1.0
scenes,back,back,vol,1.0
back,back,vol,sapth,1.0
priyadarshi,sapthagiri,latest,movie,1.0
sapthagiri,latest,movie,angel,1.0
latest,movie,angel,come,1.0
telugu,comedy,video,krishnastami,1.0
comedy,video,krishnastami,brahmanandam,1.0
run,telugu,movie,back,1.0
telugu,movie,back,back,1.0
movie,back,back,comedy,1.0
back,back,comedy,scenes,1.0
back,comedy,scenes,madha,1.0
vadivelu,comedy,scenes,back,1.0
comedy,scenes,back,back,1.0
scenes,back,back,singamalai,1.0
back,back,singamalai,te,1.0
aum,arivu,malayalam,movie,1.0
arivu,malayalam,movie,malayalam,1.0
malayalam,movie,malayalam,films,1.0
movie,malayalam,films,mov,1.0
kadam,kadha,movie,latest,1.0
kadha,movie,latest,malayalam,1.0
movie,latest,malayalam,movie,1.0
latest,malayalam,movie,newma,1.0
cia,malayalam,movie,youtube,1.0
lava,kusha,malayalam,movie,1.0
kusha,malayalam,movie,hd,1.0
malayalam,movie,hd,dvdrip,1.0
movie,hd,dvdrip,youtube,1.0
new,release,malayalam,movie,1.0
release,malayalam,movie,malayalam,1.0
malayalam,movie,malayalam,movie,1.0
movie,malayalam,movie,up,1.0
kaalapani,malayalam,movie,youtube,1.0
cleveland,clinic,every,life,5.0
clinic,every,life,deserves,5.0
every,life,deserves,world,5.0
life,deserves,world,cla,5.0
johns,hopkins,medicine,based,5.0
hopkins,medicine,based,baltimore,5.0
medicine,based,baltimore,maryland,5.0
mount,sinai,health,system,5.0
sinai,health,system,new,5.0
health,system,new,york,5.0
system,new,york,city,5.0
new,york,city,mount,5.0
home,baylor,scott,white,5.0
baylor,scott,white,health,5.0
cleveland,clinic,every,life,5.0
clinic,every,life,deserves,5.0
every,life,deserves,world,5.0
life,deserves,world,cla,5.0
hamad,medical,corporation,home,5.0
johns,hopkins,medicine,based,5.0
hopkins,medicine,based,baltimore,5.0
medicine,based,baltimore,maryland,5.0
northwestern,medicine,northwestern,medicine,5.0
a,us,chicago,hospital,5.0
us,chicago,hospital,rush,5.0
chicago,hospital,rush,university,5.0
hospital,rush,university,medical,5.0
hospital,health,system,tulsa,5.0
health,system,tulsa,ok,5.0
system,tulsa,ok,saint,5.0
tulsa,ok,saint,francis,5.0
home,baylor,scott,white,5.0
baylor,scott,white,health,5.0
ann,robert,h,lurie,5.0
robert,h,lurie,children,5.0
h,lurie,children,hospital,5.0
lurie,children,hospital,chicago,5.0
best,hospitals,india,medical,5.0
hospitals,india,medical,treatment,5.0
india,medical,treatment,diagnos,5.0
sevenhills,hospital,multispeciality,hospitals,5.0
publicly,available,hospital,comparison,5.0
available,hospital,comparison,web,5.0
hospital,comparison,web,sit,5.0
shriners,hospitals,children,locations,5.0
eye,care,centre,eye,5.0
care,centre,eye,hospital,5.0
centre,eye,hospital,india,5.0
eye,hospital,india,clinic,5.0
hospital,india,clinic,cent,5.0
aster,medcity,hospital,kerala,5.0
medcity,hospital,kerala,india,5.0
krishna,hospital,kerala,stateindia,5.0
best,multi,specialty,hospital,5.0
multi,specialty,hospital,india,5.0
specialty,hospital,india,pvs,5.0
hospital,india,pvs,memori,5.0
best,hospital,keralakerala,finest,5.0
hospital,keralakerala,finest,multi,5.0
keralakerala,finest,multi,discip,5.0
aster,mims,hospital,calicut,5.0
mims,hospital,calicut,kerala,5.0
hospital,calicut,kerala,liver,5.0
calicut,kerala,liver,trans,5.0
rajagiri,hospital,multispeciality,hospital,5.0
hospital,multispeciality,hospital,koc,5.0
sunrise,hospital,multi,speciality,5.0
hospital,multi,speciality,hospital,5.0
multi,speciality,hospital,koc,5.0
renai,medicity,multi,speciality,5.0
medicity,multi,speciality,hospital,5.0
aswini,hospital,thrissur,multi,5.0
hospital,thrissur,multi,super,5.0
thrissur,multi,super,specialit,5.0
amrita,institute,medical,sciences,nan
institute,medical,sciences,research,nan
medical,sciences,research,cen,nan
list,sports,television,channels,14.0
sports,television,channels,wikipedia,14.0
sports,tv,channels,games,14.0
tv,channels,games,schedule,14.0
channels,games,schedule,times,14.0
games,schedule,times,india,14.0
star,sports,hd,tv,14.0
sports,hd,tv,serials,14.0
hd,tv,serials,list,14.0
tv,serials,list,popular,14.0
serials,list,popular,star,14.0
dd,sports,tv,serials,14.0
sports,tv,serials,list,14.0
tv,serials,list,popular,14.0
serials,list,popular,dd,14.0
list,popular,dd,sports,14.0
popular,dd,sports,sh,14.0
sony,six,tv,serials,14.0
six,tv,serials,list,14.0
tv,serials,list,popular,14.0
serials,list,popular,sony,14.0
list,popular,sony,six,14.0
popular,sony,six,show,14.0
sony,ten,hd,tv,14.0
ten,hd,tv,serials,14.0
hd,tv,serials,list,14.0
tv,serials,list,popular,14.0
serials,list,popular,sony,14.0
list,popular,sony,ten,14.0
popular,sony,ten,h,14.0
neo,prime,tv,serials,14.0
prime,tv,serials,list,14.0
tv,serials,list,popular,14.0
serials,list,popular,neo,14.0
list,popular,neo,prime,14.0
popular,neo,prime,sh,14.0
sony,ten,tv,serials,14.0
ten,tv,serials,list,14.0
tv,serials,list,popular,14.0
serials,list,popular,sony,14.0
list,popular,sony,ten,14.0
popular,sony,ten,show,14.0
star,sports,hindi,tv,14.0
sports,hindi,tv,serials,14.0
hindi,tv,serials,list,14.0
tv,serials,list,popular,14.0
serials,list,popular,star,14.0
sony,six,hd,tv,14.0
six,hd,tv,serials,14.0
hd,tv,serials,list,14.0
tv,serials,list,popular,14.0
serials,list,popular,sony,14.0
list,popular,sony,six,14.0
popular,sony,six,h,14.0
star,sports,hd,tv,14.0
sports,hd,tv,serials,14.0
hd,tv,serials,list,14.0
tv,serials,list,popular,14.0
serials,list,popular,star,14.0
list,popular,star,sp,14.0
star,sports,tv,serials,14.0
sports,tv,serials,list,14.0
tv,serials,list,popular,14.0
serials,list,popular,star,14.0
list,popular,star,sport,14.0
star,sports,tv,serials,14.0
sports,tv,serials,list,14.0
tv,serials,list,popular,14.0
serials,list,popular,star,14.0
list,popular,star,sport,14.0
sony,ten,hd,tv,14.0
ten,hd,tv,serials,14.0
hd,tv,serials,list,14.0
tv,serials,list,popular,14.0
serials,list,popular,sony,14.0
list,popular,sony,ten,14.0
popular,sony,ten,h,14.0
neo,sports,tv,serials,14.0
sports,tv,serials,list,14.0
tv,serials,list,popular,14.0
serials,list,popular,neo,14.0
list,popular,neo,sports,14.0
sony,ten,tv,serials,14.0
ten,tv,serials,list,14.0
tv,serials,list,popular,14.0
serials,list,popular,sony,14.0
list,popular,sony,ten,14.0
popular,sony,ten,show,14.0
sony,ten,tv,serials,14.0
ten,tv,serials,list,14.0
tv,serials,list,popular,14.0
serials,list,popular,sony,14.0
list,popular,sony,ten,14.0
popular,sony,ten,show,14.0
sports,indian,television,dot,14.0
indian,television,dot,com,14.0
star,sports,india,revolutionizing,14.0
sports,india,revolutionizing,sports,14.0
india,revolutionizing,sports,nation,14.0
cricket,watch,live,cricket,14.0
watch,live,cricket,tv,14.0
live,cricket,tv,listings,14.0
cricket,tv,listings,sky,14.0
tv,listings,sky,sports,14.0
sri,lanka,vs,india,14.0
lanka,vs,india,scorecard,14.0
vs,india,scorecard,stats,14.0
india,scorecard,stats,lineups,14.0
